"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Cluster_14_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size","Cluster_14_Size"
"Journal.Impact.Factor","0","0.567051722236894","0.635714285714286","0.621794906927843","0.582347644733315","0.209554559831315","0.635430649441941","0.467935353978197","0.655158015799824","0.602203828078326","0.52300815171298","0.33768225539616","0.678257810046494","0.983051014078645","0.562417286081429","1","4","2","3","5","2","6","5","8","10","6","6","4","2"
