"Metric","Mean_stability_k_2","Mean_stability_k_3","Mean_stability_k_4","Mean_stability_k_5","Mean_stability_k_6","Mean_stability_k_7","Mean_stability_k_8","Mean_stability_k_9","Mean_stability_k_10","Mean_stability_k_11","Mean_stability_k_12","Mean_stability_k_13","Mean_stability_k_14","Mean_stability_k_15"
"Journal.Impact.Factor","0.8","0.805999675190465","0.853469995207736","0.750080411166374","0.636589606471959","0.700530524490498","0.446659965239009","0.747149501732835","0.697893975468975","0.369119188891916","0.378720899470899","0.320863247863248","0.118179705215419","0.308348412698413"
