"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size"
"Journal.Impact.Factor","0.726944996800086","0.618061127923047","0.444547044184649","0.549196681094762","0.87233445038917","0.677274067679303","39","11","5","4","2"
