"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Cluster_14_SilScore","Cluster_15_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size","Cluster_14_Size","Cluster_15_Size"
"Journal.Impact.Factor","0.208537229497755","0.636706579959833","0.323333602489368","0.52601937179157","0.632297872068116","0.24938994432923","0.608193960113406","0.730320192411588","0.373595331400491","0.415336416743556","0.483332926452696","0.491350352535877","0.462373964528819","0.439977645732135","0.87233445038917","0.484563280758673","2","3","5","7","4","5","3","5","5","6","5","3","2","4","2"
