"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size"
"Journal.Impact.Factor","0","0.540292855215196","0.702790466841891","0.731535148897182","0.57989701654431","0.589088801983638","0.652352473131465","0.888729508134146","0.482672647952084","0.704225316381739","0.279002914129207","0","0.889216534544166","0.613967840411632","1","10","8","4","10","6","4","6","4","5","3","1","2"
