"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size"
"Journal.Impact.Factor","0.450255749454637","0.607210437482635","0.720966418129852","0.494351371817013","0.50664855469809","0.529403092042771","0.579577229918259","0.896710213684008","0.577132904816663","9","10","14","10","10","6","3","2"
