"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size"
"Journal.Impact.Factor","0.578422810587874","0.372591551344521","0.455655352473505","0.494555298159427","0.502850511148097","0.522855437637294","0","0","0.475204241247597","18","11","13","9","4","4","1","1"
