"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size"
"Journal.Impact.Factor","0.605157360498998","0.709608852653906","0.547463576778332","0.66338497788052","0.620488788605673","0.52300815171298","0.33768225539616","0.678257810046494","0.983051014078645","0.611723103143857","5","12","9","10","10","6","6","4","2"
