"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"Journal.Impact.Factor",0.818456922676269,0.545560412729878,0.57906706617373,0.608052606238338,0.531231263585101,0.50928070800623,0.497158651790344,0.558756263528796,0.532671454173058,0.539111061080543,0.554831616520199,0.561677777636818,0.557936471911535,0.549007900482964
