"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"Journal.Impact.Factor",0.909947552739552,0.891013819651125,0.753302917778919,0.880235997114209,0.77736261293528,0.830521267656977,0.766842589225534,0.741929619722902,0.704474782596145,0.694926210667096,0.725941677388659,0.681496525460594,0.679030867708389,0.707341016173369
