"ANOnto","AROnto","CBOOnto","CBOOnto2","CROnto","DITOnto","INROnto","LCOMOnto","NACOnto","NOCOnto","NOMOnto","POnto","PROnto","RFCOnto","RROnto","TMOnto","TMOnto2","WMCOnto","WMCOnto2"
1,0.0586170906713888,0.221957245447324,0.221957245447324,-0.152117999882458,0.0109738144264559,0.240228677719894,0.0547376909354143,0.0290679257306796,-0.259062614609917,-0.0499811183775306,0.409766784241813,0.0419763272839654,-0.0498916361144094,-0.0419763272815706,0.150199355088717,0.0604079769181576,0.00232291735012869,0.00970851774667352
0.0586170906713888,1,0.163475577528039,0.163475577528039,-0.0498682822537409,0.428581984801016,0.165746224975552,0.187754159068982,0.204677053479028,0.0265814606247886,-0.0426103347872287,0.0399992718326715,0.326744452965732,-0.0425447647140471,-0.326744452965353,0.196433284014855,0.25133908647,0.05588725578242,0.0331396179774372
0.221957245447324,0.163475577528039,1,1,-0.216429311443194,0.496665850711015,0.992218274021493,0.451378071972423,0.837089915657141,-0.0381394471860547,-0.139133832464348,0.430801810968236,0.0162771405924365,-0.138725706321497,-0.0162771405931982,0.742368091863117,0.52244856398331,0.692465066028351,0.671106323136151
0.221957245447324,0.163475577528039,1,1,-0.216429311443194,0.496665850711015,0.992218274021493,0.451378071972423,0.837089915657141,-0.0381394471860547,-0.139133832464348,0.430801810968236,0.0162771405924365,-0.138725706321497,-0.0162771405931982,0.742368091863117,0.52244856398331,0.692465066028351,0.671106323136151
-0.152117999882458,-0.0498682822537409,-0.216429311443194,-0.216429311443194,1,-0.135813172964713,-0.208373292289072,-0.167059019803075,-0.0823668015222593,-0.039140039060774,0.670635159710355,-0.264895292050356,0.158724360563022,0.670583863243597,-0.158724360562881,-0.0839785377099946,-0.157642528175058,-0.0583729260776079,-0.0371012080476689
0.0109738144264559,0.428581984801016,0.496665850711015,0.496665850711015,-0.135813172964713,1,0.497834363589718,0.8929884178892,0.474010218846572,-0.14416476276613,-0.124696908750038,0.293600101457217,-0.110040764168596,-0.124497420785762,0.110040764177694,0.447381767985826,0.639365448868931,0.522971553635026,0.417899914686463
0.240228677719894,0.165746224975552,0.992218274021493,0.992218274021493,-0.208373292289072,0.497834363589718,1,0.457757568111893,0.819926691568887,-0.0324710218716271,-0.13287346569547,0.455624026565193,0.0317892089783441,-0.132468216113548,-0.0317892089789227,0.727900746453125,0.518028835695438,0.682950636497903,0.661181958718865
0.0547376909354143,0.187754159068982,0.451378071972423,0.451378071972423,-0.167059019803075,0.8929884178892,0.457757568111893,1,0.360568505543074,-0.14469931576031,-0.157894576418619,0.38332172504396,-0.24795285909232,-0.157715855338427,0.247952859108133,0.365223348276378,0.6700067015414,0.485196946215381,0.370503636253117
0.0290679257306796,0.204677053479028,0.837089915657141,0.837089915657141,-0.0823668015222593,0.474010218846572,0.819926691568887,0.360568505543074,1,-0.108072467565915,-0.07941341514869,0.127268855127749,-0.0361502893973711,-0.0790696344547306,0.0361502893950803,0.83629378577827,0.530643692692683,0.783112004228616,0.780228248808659
-0.259062614609917,0.0265814606247886,-0.0381394471860547,-0.0381394471860547,-0.039140039060774,-0.14416476276613,-0.0324710218716271,-0.14469931576031,-0.108072467565915,1,-0.0363117229495765,0.101652510241245,0.130733332140192,-0.0363296949579009,-0.130733332140313,-0.108866704837457,-0.202687883071793,-0.0664220621382474,-0.0502946264434797
-0.0499811183775306,-0.0426103347872287,-0.139133832464348,-0.139133832464348,0.670635159710355,-0.124696908750038,-0.13287346569547,-0.157894576418619,-0.07941341514869,-0.0363117229495765,1,-0.228500207080753,0.344356778995967,0.999999915077394,-0.344356778994819,-0.082310201493908,-0.152604663385552,-0.0564759796043852,-0.0364103421697027
0.409766784241813,0.0399992718326715,0.430801810968236,0.430801810968236,-0.264895292050356,0.293600101457217,0.455624026565193,0.38332172504396,0.127268855127749,0.101652510241245,-0.228500207080753,1,-0.115170481701639,-0.22833413155201,0.115170481703161,0.365621108803971,0.257503407001022,0.187850591273212,0.182533639352063
0.0419763272839654,0.326744452965732,0.0162771405924365,0.0162771405924365,0.158724360563022,-0.110040764168596,0.0317892089783441,-0.24795285909232,-0.0361502893973711,0.130733332140192,0.344356778995967,-0.115170481701639,1,0.344383463256126,-1,-0.158141946043201,-0.199178412661846,-0.102610349912949,-0.0706097001873273
-0.0498916361144094,-0.0425447647140471,-0.138725706321497,-0.138725706321497,0.670583863243597,-0.124497420785762,-0.132468216113548,-0.157715855338427,-0.0790696344547306,-0.0363296949579009,0.999999915077394,-0.22833413155201,0.344383463256126,1,-0.344383463254978,-0.0820060087316225,-0.152396058996714,-0.0561910613210911,-0.0361331526033695
-0.0419763272815706,-0.326744452965353,-0.0162771405931982,-0.0162771405931982,-0.158724360562881,0.110040764177694,-0.0317892089789227,0.247952859108133,0.0361502893950803,-0.130733332140313,-0.344356778994819,0.115170481703161,-1,-0.344383463254978,1,0.158141946040216,0.199178412666648,0.102610349913993,0.0706097001859945
0.150199355088717,0.196433284014855,0.742368091863117,0.742368091863117,-0.0839785377099946,0.447381767985826,0.727900746453125,0.365223348276378,0.83629378577827,-0.108866704837457,-0.082310201493908,0.365621108803971,-0.158141946043201,-0.0820060087316225,0.158141946040216,1,0.574791962250255,0.668008670205653,0.6907248942401
0.0604079769181576,0.25133908647,0.52244856398331,0.52244856398331,-0.157642528175058,0.639365448868931,0.518028835695438,0.6700067015414,0.530643692692683,-0.202687883071793,-0.152604663385552,0.257503407001022,-0.199178412661846,-0.152396058996714,0.199178412666648,0.574791962250255,1,0.355792466847608,0.301461116401889
0.00232291735012869,0.05588725578242,0.692465066028351,0.692465066028351,-0.0583729260776079,0.522971553635026,0.682950636497903,0.485196946215381,0.783112004228616,-0.0664220621382474,-0.0564759796043852,0.187850591273212,-0.102610349912949,-0.0561910613210911,0.102610349913993,0.668008670205653,0.355792466847608,1,0.988105736622326
0.00970851774667352,0.0331396179774372,0.671106323136151,0.671106323136151,-0.0371012080476689,0.417899914686463,0.661181958718865,0.370503636253117,0.780228248808659,-0.0502946264434797,-0.0364103421697027,0.182533639352063,-0.0706097001873273,-0.0361331526033695,0.0706097001859945,0.6907248942401,0.301461116401889,0.988105736622326,1
