"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size"
"Journal.Impact.Factor","0.625250411217007","0.478480530479757","0.473756067561155","0.538130522959683","0.578675686279869","0.871920902176039","0.556019747106381","49","34","17","7","6","2"
