"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size"
"Journal.Impact.Factor","0.466464220344165","0.611153789905149","0.364977724500079","0.587326566521291","0.705701699561261","0.527983000891235","0.481167319470146","0.635123399125396","0.441335112269051","0.544797998950168","0.983254243993751","0.550594203861399","5","6","12","17","14","34","13","9","4","5","2"
