"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size"
"Journal.Impact.Factor","0.403294142430591","0.558915607484619","0.483648247776579","0.513064779010934","0.517690804439684","0.522585636358784","0.415515043377408","0.470611325640654","0.748798968548372","0.370556734945106","0.603111981591609","0.534603429996812","0.871920902176039","0.508179025876843","12","16","11","13","8","10","13","10","5","4","5","6","2"
