"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size"
"Journal.Impact.Factor","0.459947869664469","0.516522707114285","0.577561702334415","0.476607163473568","0.563420738333077","0.28309331762675","0.697907909296872","0.534603429996812","0.871920902176039","0.5219121750485","10","19","27","21","16","9","5","6","2"
