"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size"
"Journal.Impact.Factor","0.44149962077227","0.52881171161967","0.566964349735883","0.473873851756267","0.511427723358278","0.492207737104899","0.504265875942275","0.603111981591609","0.534603429996812","0.871920902176039","0.523735805370289","12","17","26","15","17","11","4","5","6","2"
