"Metric","Mean_stability_k_2","Mean_stability_k_3","Mean_stability_k_4","Mean_stability_k_5","Mean_stability_k_6","Mean_stability_k_7","Mean_stability_k_8","Mean_stability_k_9","Mean_stability_k_10","Mean_stability_k_11","Mean_stability_k_12","Mean_stability_k_13","Mean_stability_k_14","Mean_stability_k_15"
"Journal.Impact.Factor","0.856257752701009","0.833905649810957","0.753296303527358","0.823348319219399","0.699981182115658","0.685829153926904","0.432374459311983","0.662340642918957","0.605799561870429","0.615482354817213","0.641160203952967","0.60034485398965","0.636844579348118","0.586533167889902"
