"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Cluster_14_SilScore","Cluster_15_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size","Cluster_14_Size","Cluster_15_Size"
"Journal.Impact.Factor","0.446859515388372","0.645995376038446","0.653723990595715","0.527572141244757","0.437382841814451","0.679525653291664","0.654180131427829","0.568577534234417","0.726163192687695","0.710271324594011","0.525477402537217","0.53431008603508","0.464356018135617","0.598884461511812","0.885096443954585","0.592271346062193","10","13","6","7","11","7","9","13","10","10","6","9","4","2","2"
