"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size"
"Journal.Impact.Factor","0.619239944191682","0.585538975538088","0.467473234448729","0.635619266357541","0.489419185389003","0.481167319470146","0.635123399125396","0.441335112269051","0.544797998950168","0.983254243993751","0.551227699910422","20","17","9","8","34","13","9","4","5","2"
