"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Cluster_14_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size","Cluster_14_Size"
"Journal.Impact.Factor","0.400403959803506","0.448896956718966","0.646435835839576","0.458205468168999","0.518219174420605","0.517479014028652","0.470147358473199","0.509651244487926","0.424418119547123","0.774881120666409","0.370556734945106","0.603111981591609","0.534603429996812","0.871920902176039","0.518691105210356","2","6","10","11","12","14","10","15","13","5","4","5","6","2"
