"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size"
"Journal.Impact.Factor","0.490650449235642","0.587199331260302","0.490986620034594","0.547378998173311","0.447959148262431","0.50458447272648","0.769429379508454","0.525477402537217","0.53431008603508","0.464356018135617","0.598884461511812","0.885096443954585","0.540800738393787","10","14","19","12","14","17","10","6","9","4","2","2"
