"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size"
"Journal.Impact.Factor","0.426137496583416","0.58643089091711","0.547053155686902","0.564829032913416","0.448922954875141","0.58386270504686","0.474694847253246","0.511036438300313","0.43835040872925","0.603111981591609","0.534603429996812","0.871920902176039","0.535644017924821","5","13","11","19","14","16","13","7","4","5","6","2"
