"ANOnto","AROnto","CBOOnto","CBOOnto2","CROnto","DITOnto","INROnto","LCOMOnto","NACOnto","NOCOnto","NOMOnto","POnto","PROnto","RFCOnto","RROnto","TMOnto","TMOnto2","WMCOnto","WMCOnto2"
1,0.0218139808734003,0.0372632949158611,0.0372632949158611,-0.144250231965393,-0.0543128291139776,0.0408198193813666,-0.0414153445981734,-0.0313786383638662,-0.180759953053466,-0.068161620703491,0.422096327069668,0.0554556192682073,-0.0681044581992031,-0.0554556192661385,0.188466150673653,0.150725227772424,0.0154387493909424,0.0171585138162211
0.0218139808734003,1,0.0392073956230063,0.0392073956230063,-0.0303890221198019,0.251679301693945,0.0101042962253967,0.209307202720091,0.020843199480212,-0.0167400132662893,-0.0251191406769678,0.0153209426326243,0.265300193931843,-0.0250537287314477,-0.265300193931685,-0.0291093207805048,0.0306591565965575,-0.00122479144600382,-0.0043305227842219
0.0372632949158611,0.0392073956230063,1,1,-0.0848065700317425,0.465713422524709,0.949266140182661,0.363242401825846,0.87074958292923,-0.0186387761921085,-0.0657989846749938,0.249335264917069,-0.0311767633937803,-0.0640656478090407,0.0311767633913418,0.466082124274561,0.284957872040879,0.765122960572078,0.75911486988742
0.0372632949158611,0.0392073956230063,1,1,-0.0848065700317425,0.465713422524709,0.949266140182661,0.363242401825846,0.87074958292923,-0.0186387761921085,-0.0657989846749938,0.249335264917069,-0.0311767633937803,-0.0640656478090407,0.0311767633913418,0.466082124274561,0.284957872040879,0.765122960572078,0.75911486988742
-0.144250231965393,-0.0303890221198019,-0.0848065700317425,-0.0848065700317425,1,-0.125338904458606,-0.0849522725923663,-0.136017012548837,-0.0577295237180042,-0.0234921849530453,0.675968063172943,-0.193282117867499,0.1177465125929,0.675896840444545,-0.117746512592647,-0.0708958992819943,-0.158345612253202,-0.0120304293478331,-0.0107626685702752
-0.0543128291139776,0.251679301693945,0.465713422524709,0.465713422524709,-0.125338904458606,1,0.4402101406234,0.85963987272724,0.438792727015611,-0.159413069537931,-0.117170718269616,0.278413393461971,-0.0807664930667036,-0.116373260424366,0.0807664930735018,0.355988339800366,0.466502015351309,0.270106635324173,0.25907182043738
0.0408198193813666,0.0101042962253967,0.949266140182661,0.949266140182661,-0.0849522725923663,0.4402101406234,1,0.353649590398592,0.889058476911544,-0.00672126257247903,-0.0645635929419242,0.234485168218271,-0.0678819365712912,-0.0629184326356555,0.067881936568782,0.452086511564283,0.26756865909304,0.834089977891597,0.82750883494636
-0.0414153445981734,0.209307202720091,0.363242401825846,0.363242401825846,-0.136017012548837,0.85963987272724,0.353649590398592,1,0.402553730227312,-0.154429952284881,-0.130107088222491,0.325011094732204,-0.203539857953854,-0.129489471527853,0.203539857969143,0.311523404827182,0.389594110765289,0.136127061312058,0.120761093765583
-0.0313786383638662,0.020843199480212,0.87074958292923,0.87074958292923,-0.0577295237180042,0.438792727015611,0.889058476911544,0.402553730227312,1,-0.0274867650890137,-0.0560132511710914,0.199591982446901,-0.0854145440335178,-0.054503804001488,0.0854145440298531,0.584892955369797,0.309539705210287,0.534942333153886,0.524712826524118
-0.180759953053466,-0.0167400132662893,-0.0186387761921085,-0.0186387761921085,-0.0234921849530453,-0.159413069537931,-0.00672126257247903,-0.154429952284881,-0.0274867650890137,1,-0.0210350548743372,-0.0342596149886959,0.147211923320517,-0.0210698784239954,-0.147211923320181,-0.118059360758153,-0.209964039361277,0.00514521090387255,0.00428904044339523
-0.068161620703491,-0.0251191406769678,-0.0657989846749938,-0.0657989846749938,0.675968063172943,-0.117170718269616,-0.0645635929419242,-0.130107088222491,-0.0560132511710914,-0.0210350548743372,1,-0.170372139570322,0.246770043156879,0.999998491411129,-0.24677004315573,-0.0697180322468891,-0.153653882442899,-0.0116257737067143,-0.0104140734742423
0.422096327069668,0.0153209426326243,0.249335264917069,0.249335264917069,-0.193282117867499,0.278413393461971,0.234485168218271,0.325011094732204,0.199591982446901,-0.0342596149886959,-0.170372139570322,1,-0.107134500518281,-0.169957360757578,0.107134500518956,0.601912743107324,0.324653194098185,0.0895753217251372,0.0894357971834309
0.0554556192682073,0.265300193931843,-0.0311767633937803,-0.0311767633937803,0.1177465125929,-0.0807664930667036,-0.0678819365712912,-0.203539857953854,-0.0854145440335178,0.147211923320517,0.246770043156879,-0.107134500518281,1,0.246743664507339,-1,-0.119580692117402,-0.126032971706688,-0.0388239871147042,-0.0373386896624205
-0.0681044581992031,-0.0250537287314477,-0.0640656478090407,-0.0640656478090407,0.675896840444545,-0.116373260424366,-0.0629184326356555,-0.129489471527853,-0.054503804001488,-0.0210698784239954,0.999998491411129,-0.169957360757578,0.246743664507339,1,-0.246743664506194,-0.0689145688751647,-0.153175203000293,-0.0102951814147453,-0.00909380295048783
-0.0554556192661385,-0.265300193931685,0.0311767633913418,0.0311767633913418,-0.117746512592647,0.0807664930735018,0.067881936568782,0.203539857969143,0.0854145440298531,-0.147211923320181,-0.24677004315573,0.107134500518956,-1,-0.246743664506194,1,0.1195806921128,0.126032971702075,0.0388239871139938,0.037338689661585
0.188466150673653,-0.0291093207805048,0.466082124274561,0.466082124274561,-0.0708958992819943,0.355988339800366,0.452086511564283,0.311523404827182,0.584892955369797,-0.118059360758153,-0.0697180322468891,0.601912743107324,-0.119580692117402,-0.0689145688751647,0.1195806921128,1,0.490251549312809,0.146350111135542,0.146238260581513
0.150725227772424,0.0306591565965575,0.284957872040879,0.284957872040879,-0.158345612253202,0.466502015351309,0.26756865909304,0.389594110765289,0.309539705210287,-0.209964039361277,-0.153653882442899,0.324653194098185,-0.126032971706688,-0.153175203000293,0.126032971702075,0.490251549312809,1,0.0745172889826102,0.0700972501463482
