"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size"
"Journal.Impact.Factor","0","0.554521529102794","0.846018290304632","0.391669396518143","0","0.414969834087482","0.758167257667692","0.562572262343883","0.601753330828118","0.800894731075299","0.888220613595304","0.562838977765915","0","0.625503210198347","1","4","7","4","1","2","14","12","6","2","3","2","1"
