"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size"
"Journal.Impact.Factor","0.316122240581502","0.980622508575137","0.641503050175483","0.662558508379206","0.740568554615856","0.590681207885429","0.466228538789089","0.473931186000845","0.524163507961123","0.618013875177543","0","0.600454878667945","3","2","8","6","14","6","6","6","5","2","1"
