"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size"
"Journal.Impact.Factor","0.638819390145778","0.616477272727273","0","0.785207491596896","0.425719880785645","0.597617593674676","0.400611108451716","0.538000277054785","0.593661128765172","0.714198561850024","0.433594995548561","0.672606024217409","0.555260231916268","0.547375119162939","3","2","1","4","5","4","7","11","5","4","5","3","2"
