"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"impact_factor",0.701921143887569,0.612177236440234,0.577282997382259,0.539773527701998,0.563797663969469,0.533700312735344,0.552015600502928,0.59650054218736,0.569571765644109,0.55374180720264,0.553799620881893,0.547013114554398,0.530707716191623,0.539801533153328
