"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"impact_factor",0.641321034739658,0.58311186759064,0.544876512302831,0.525151075218683,0.594856135236302,0.577761257955601,0.592006120366504,0.591519370390787,0.567917244939147,0.526778750777933,0.520303154096943,0.556573760891904,0.543397983223354,0.581970656204837
