"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"Journal.Impact.Factor",0.943752652440045,0.809687035773234,0.680888459248331,0.626435649785859,0.556019747106381,0.599966311303181,0.58566534863111,0.5219121750485,0.52681334035762,0.517995571059371,0.535644017924821,0.530551531707929,0.518691105210356,0.532976598724476
