"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"impact_factor",0.671595537801801,0.605186484471629,0.570646058519985,0.513869973287358,0.582420733658743,0.574393723733327,0.543896321634444,0.575426228943907,0.584676327449156,0.581464695099196,0.569318250466273,0.562489695482086,0.555482820437604,0.549724713217159
