"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"impact_factor",0.952664506076102,0.770491745114082,0.899809705617368,0.84558983656001,0.839123954376115,0.829735489723929,0.780372964995385,0.763591213180564,0.759863165328356,0.728414548439904,0.7045737863619,0.698000218355511,0.688366203458441,0.687245819674535
