"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"impact_factor",0.945391638155794,0.826699461724021,0.75427078423415,0.801008964044062,0.790195665495782,0.717592860619895,0.761224464669318,0.695098155203547,0.710193289798437,0.743290656313384,0.722917568542569,0.704670741651511,0.691953308596166,0.684815055315055
