"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"impact_factor",0.877766244797228,0.737173464685004,0.677811919807853,0.738622254993548,0.815403285853116,0.801360487714611,0.700760456239685,0.686758013436212,0.659023935878117,0.689078663303817,0.668043202645177,0.668954602487825,0.653666327244307,0.655592045888408
