"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Cluster_14_SilScore","Cluster_15_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size","Cluster_14_Size","Cluster_15_Size"
"Journal.Impact.Factor","0.530196088678579","0.856047521157107","0.517144294504354","0.697298700066912","0.513247766450814","0.51187899402185","0.550258188553195","0.564937410587847","0.423301264420402","0.580612552782437","0.328896384551682","0.777535513970736","0.888220613595304","0.562838977765915","0","0.58408353216038","5","7","4","3","4","4","6","6","6","4","2","2","3","2","1"
