"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"Journal.Impact.Factor",0.931460918281201,0.867956306219352,0.899934508627535,0.770791489357558,0.835515624582814,0.857961695541914,0.821789687742813,0.768138491138491,0.746225968475968,0.699333694083694,0.662718584656085,0.670228993228993,0.668643089053803,0.649922751322751
