"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"Journal.Impact.Factor",0.940168800210467,0.875504785315687,0.809302339275433,0.901627138225685,0.843868183612871,0.857572098932659,0.82907198676362,0.774833663179822,0.73689451651514,0.67142543946056,0.685865050094654,0.686596735995228,0.69952934851777,0.676651476095907
