"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"Journal.Impact.Factor",0.850903595919126,0.784196126064764,0.810465931494679,0.713585694139022,0.726838529962756,0.695901202862448,0.718466364109746,0.63699568949569,0.620389571621189,0.651497576918031,0.678047348484848,0.716072766976613,0.718835034013605,0.72996746031746
