"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"Journal.Impact.Factor",0.759693783471988,0.574882969435637,0.484047519320816,0.535237647147055,0.509563633592689,0.512887554925496,0.500283598728426,0.573218509223934,0.563712955052522,0.586485943035374,0.654170437739692,0.595448646481822,0.598990226265735,0.575148779548936
