"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15"
"Journal.Impact.Factor",0.937912332915526,0.757464863716848,0.699329065907296,0.653750233534359,0.596468218567485,0.648391113722113,0.577132904816663,0.570843779742457,0.556623280039962,0.566081045078069,0.542222703661561,0.583898233552594,0.581111502460284,0.587447764401969
