"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size"
"Journal.Impact.Factor","0.786927745882737","0.766760457116531","0.555260231916268","0.777573515628602","51","3","2"
