"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Cluster_4_SilScore","Cluster_5_SilScore","Cluster_6_SilScore","Cluster_7_SilScore","Cluster_8_SilScore","Cluster_9_SilScore","Cluster_10_SilScore","Cluster_11_SilScore","Cluster_12_SilScore","Cluster_13_SilScore","Cluster_14_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size","Cluster_4_Size","Cluster_5_Size","Cluster_6_Size","Cluster_7_Size","Cluster_8_Size","Cluster_9_Size","Cluster_10_Size","Cluster_11_Size","Cluster_12_Size","Cluster_13_Size","Cluster_14_Size"
"Journal.Impact.Factor","0.64802126099566","0.908755266679796","0.62210040467986","0.407551842111286","0.806429424025187","0.837825728239431","0.390811484583546","0.596579211557044","0.567636676470775","0.690111141355674","0.682243736496188","0.433594995548561","0.672606024217409","0.555260231916268","0.60986243699428","3","3","6","4","3","3","5","7","4","4","4","5","3","2"
