"Metric","Mean_stability_k_2","Mean_stability_k_3","Mean_stability_k_4","Mean_stability_k_5","Mean_stability_k_6","Mean_stability_k_7","Mean_stability_k_8","Mean_stability_k_9","Mean_stability_k_10","Mean_stability_k_11","Mean_stability_k_12","Mean_stability_k_13","Mean_stability_k_14","Mean_stability_k_15"
"Journal.Impact.Factor","0.824593362549471","0.740913554667937","0.801705549024701","0.737625964395082","0.734997013850729","0.742482004125414","0.66987563835266","0.679540431790432","0.689048587523588","0.683713766031948","0.709036014911015","0.711584554334554","0.749500283446712","0.708207142857143"
